District,Disease,Year,No_of_Cases,Quarter
District_650,Chikungunya,2022,9,0
District_650,Dengue,2022,82,0
District_650,Yellow fever,2022,14,0
District_650,Malaria,2022,13,0
District_650,Chikungunya,2022,19,1
District_650,Dengue,2022,26,1
District_650,Yellow fever,2022,78,1
District_650,Malaria,2022,99,1
District_650,Chikungunya,2022,49,2
District_650,Dengue,2022,78,2
District_650,Yellow fever,2022,66,2
District_650,Malaria,2022,7,2
District_650,Chikungunya,2022,42,3
District_650,Dengue,2022,60,3
District_650,Yellow fever,2022,42,3
District_650,Malaria,2022,74,3
District_651,Chikungunya,2022,85,0
District_651,Dengue,2022,89,0
District_651,Yellow fever,2022,0,0
District_651,Malaria,2022,67,0
District_651,Chikungunya,2022,64,1
District_651,Dengue,2022,8,1
District_651,Yellow fever,2022,1,1
District_651,Malaria,2022,82,1
District_651,Chikungunya,2022,12,2
District_651,Dengue,2022,59,2
District_651,Yellow fever,2022,25,2
District_651,Malaria,2022,36,2
District_651,Chikungunya,2022,18,3
District_651,Dengue,2022,54,3
District_651,Yellow fever,2022,28,3
District_651,Malaria,2022,20,3
District_652,Chikungunya,2022,12,0
District_652,Dengue,2022,3,0
District_652,Yellow fever,2022,91,0
District_652,Malaria,2022,67,0
District_652,Chikungunya,2022,1,1
District_652,Dengue,2022,32,1
District_652,Yellow fever,2022,49,1
District_652,Malaria,2022,68,1
District_652,Chikungunya,2022,71,2
District_652,Dengue,2022,70,2
District_652,Yellow fever,2022,19,2
District_652,Malaria,2022,94,2
District_652,Chikungunya,2022,2,3
District_652,Dengue,2022,25,3
District_652,Yellow fever,2022,88,3
District_652,Malaria,2022,38,3
District_653,Chikungunya,2022,16,0
District_653,Dengue,2022,17,0
District_653,Yellow fever,2022,25,0
District_653,Malaria,2022,59,0
District_653,Chikungunya,2022,43,1
District_653,Dengue,2022,93,1
District_653,Yellow fever,2022,28,1
District_653,Malaria,2022,77,1
District_653,Chikungunya,2022,2,2
District_653,Dengue,2022,98,2
District_653,Yellow fever,2022,41,2
District_653,Malaria,2022,25,2
District_653,Chikungunya,2022,70,3
District_653,Dengue,2022,36,3
District_653,Yellow fever,2022,48,3
District_653,Malaria,2022,25,3
District_654,Chikungunya,2022,96,0
District_654,Dengue,2022,33,0
District_654,Yellow fever,2022,48,0
District_654,Malaria,2022,46,0
District_654,Chikungunya,2022,96,1
District_654,Dengue,2022,77,1
District_654,Yellow fever,2022,5,1
District_654,Malaria,2022,66,1
District_654,Chikungunya,2022,28,2
District_654,Dengue,2022,3,2
District_654,Yellow fever,2022,48,2
District_654,Malaria,2022,47,2
District_654,Chikungunya,2022,47,3
District_654,Dengue,2022,29,3
District_654,Yellow fever,2022,28,3
District_654,Malaria,2022,41,3
District_655,Chikungunya,2022,51,0
District_655,Dengue,2022,86,0
District_655,Yellow fever,2022,81,0
District_655,Malaria,2022,90,0
District_655,Chikungunya,2022,7,1
District_655,Dengue,2022,63,1
District_655,Yellow fever,2022,14,1
District_655,Malaria,2022,27,1
District_655,Chikungunya,2022,56,2
District_655,Dengue,2022,2,2
District_655,Yellow fever,2022,41,2
District_655,Malaria,2022,56,2
District_655,Chikungunya,2022,0,3
District_655,Dengue,2022,33,3
District_655,Yellow fever,2022,54,3
District_655,Malaria,2022,20,3
District_656,Chikungunya,2022,20,0
District_656,Dengue,2022,93,0
District_656,Yellow fever,2022,46,0
District_656,Malaria,2022,19,0
District_656,Chikungunya,2022,12,1
District_656,Dengue,2022,58,1
District_656,Yellow fever,2022,47,1
District_656,Malaria,2022,28,1
District_656,Chikungunya,2022,88,2
District_656,Dengue,2022,39,2
District_656,Yellow fever,2022,73,2
District_656,Malaria,2022,57,2
District_656,Chikungunya,2022,53,3
District_656,Dengue,2022,61,3
District_656,Yellow fever,2022,82,3
District_656,Malaria,2022,77,3
District_657,Chikungunya,2022,97,0
District_657,Dengue,2022,90,0
District_657,Yellow fever,2022,44,0
District_657,Malaria,2022,36,0
District_657,Chikungunya,2022,64,1
District_657,Dengue,2022,52,1
District_657,Yellow fever,2022,95,1
District_657,Malaria,2022,99,1
District_657,Chikungunya,2022,11,2
District_657,Dengue,2022,64,2
District_657,Yellow fever,2022,85,2
District_657,Malaria,2022,37,2
District_657,Chikungunya,2022,47,3
District_657,Dengue,2022,47,3
District_657,Yellow fever,2022,74,3
District_657,Malaria,2022,6,3
District_658,Chikungunya,2022,50,0
District_658,Dengue,2022,3,0
District_658,Yellow fever,2022,85,0
District_658,Malaria,2022,63,0
District_658,Chikungunya,2022,12,1
District_658,Dengue,2022,43,1
District_658,Yellow fever,2022,12,1
District_658,Malaria,2022,78,1
District_658,Chikungunya,2022,59,2
District_658,Dengue,2022,90,2
District_658,Yellow fever,2022,3,2
District_658,Malaria,2022,56,2
District_658,Chikungunya,2022,84,3
District_658,Dengue,2022,22,3
District_658,Yellow fever,2022,26,3
District_658,Malaria,2022,34,3
District_659,Chikungunya,2022,16,0
District_659,Dengue,2022,31,0
District_659,Yellow fever,2022,21,0
District_659,Malaria,2022,21,0
District_659,Chikungunya,2022,25,1
District_659,Dengue,2022,16,1
District_659,Yellow fever,2022,27,1
District_659,Malaria,2022,22,1
District_659,Chikungunya,2022,85,2
District_659,Dengue,2022,13,2
District_659,Yellow fever,2022,92,2
District_659,Malaria,2022,45,2
District_659,Chikungunya,2022,80,3
District_659,Dengue,2022,31,3
District_659,Yellow fever,2022,84,3
District_659,Malaria,2022,16,3
District_660,Chikungunya,2022,20,0
District_660,Dengue,2022,2,0
District_660,Yellow fever,2022,21,0
District_660,Malaria,2022,78,0
District_660,Chikungunya,2022,4,1
District_660,Dengue,2022,91,1
District_660,Yellow fever,2022,7,1
District_660,Malaria,2022,97,1
District_660,Chikungunya,2022,68,2
District_660,Dengue,2022,63,2
District_660,Yellow fever,2022,50,2
District_660,Malaria,2022,93,2
District_660,Chikungunya,2022,60,3
District_660,Dengue,2022,79,3
District_660,Yellow fever,2022,8,3
District_660,Malaria,2022,13,3
District_661,Chikungunya,2022,41,0
District_661,Dengue,2022,85,0
District_661,Yellow fever,2022,64,0
District_661,Malaria,2022,58,0
District_661,Chikungunya,2022,37,1
District_661,Dengue,2022,35,1
District_661,Yellow fever,2022,36,1
District_661,Malaria,2022,16,1
District_661,Chikungunya,2022,79,2
District_661,Dengue,2022,14,2
District_661,Yellow fever,2022,52,2
District_661,Malaria,2022,43,2
District_661,Chikungunya,2022,32,3
District_661,Dengue,2022,58,3
District_661,Yellow fever,2022,33,3
District_661,Malaria,2022,53,3
District_662,Chikungunya,2022,23,0
District_662,Dengue,2022,20,0
District_662,Yellow fever,2022,92,0
District_662,Malaria,2022,8,0
District_662,Chikungunya,2022,92,1
District_662,Dengue,2022,17,1
District_662,Yellow fever,2022,70,1
District_662,Malaria,2022,33,1
District_662,Chikungunya,2022,69,2
District_662,Dengue,2022,83,2
District_662,Yellow fever,2022,86,2
District_662,Malaria,2022,7,2
District_662,Chikungunya,2022,73,3
District_662,Dengue,2022,25,3
District_662,Yellow fever,2022,15,3
District_662,Malaria,2022,44,3
District_663,Chikungunya,2022,41,0
District_663,Dengue,2022,32,0
District_663,Yellow fever,2022,30,0
District_663,Malaria,2022,7,0
District_663,Chikungunya,2022,1,1
District_663,Dengue,2022,64,1
District_663,Yellow fever,2022,35,1
District_663,Malaria,2022,30,1
District_663,Chikungunya,2022,76,2
District_663,Dengue,2022,80,2
District_663,Yellow fever,2022,84,2
District_663,Malaria,2022,65,2
District_663,Chikungunya,2022,40,3
District_663,Dengue,2022,24,3
District_663,Yellow fever,2022,49,3
District_663,Malaria,2022,68,3
District_664,Chikungunya,2022,4,0
District_664,Dengue,2022,83,0
District_664,Yellow fever,2022,95,0
District_664,Malaria,2022,62,0
District_664,Chikungunya,2022,5,1
District_664,Dengue,2022,31,1
District_664,Yellow fever,2022,26,1
District_664,Malaria,2022,66,1
District_664,Chikungunya,2022,52,2
District_664,Dengue,2022,62,2
District_664,Yellow fever,2022,17,2
District_664,Malaria,2022,97,2
District_664,Chikungunya,2022,73,3
District_664,Dengue,2022,84,3
District_664,Yellow fever,2022,63,3
District_664,Malaria,2022,66,3
District_665,Chikungunya,2022,94,0
District_665,Dengue,2022,23,0
District_665,Yellow fever,2022,42,0
District_665,Malaria,2022,29,0
District_665,Chikungunya,2022,23,1
District_665,Dengue,2022,52,1
District_665,Yellow fever,2022,72,1
District_665,Malaria,2022,5,1
District_665,Chikungunya,2022,46,2
District_665,Dengue,2022,54,2
District_665,Yellow fever,2022,4,2
District_665,Malaria,2022,22,2
District_665,Chikungunya,2022,14,3
District_665,Dengue,2022,16,3
District_665,Yellow fever,2022,52,3
District_665,Malaria,2022,59,3
District_666,Chikungunya,2022,2,0
District_666,Dengue,2022,55,0
District_666,Yellow fever,2022,36,0
District_666,Malaria,2022,62,0
District_666,Chikungunya,2022,55,1
District_666,Dengue,2022,9,1
District_666,Yellow fever,2022,57,1
District_666,Malaria,2022,59,1
District_666,Chikungunya,2022,94,2
District_666,Dengue,2022,49,2
District_666,Yellow fever,2022,63,2
District_666,Malaria,2022,57,2
District_666,Chikungunya,2022,29,3
District_666,Dengue,2022,14,3
District_666,Yellow fever,2022,79,3
District_666,Malaria,2022,89,3
District_667,Chikungunya,2022,56,0
District_667,Dengue,2022,37,0
District_667,Yellow fever,2022,28,0
District_667,Malaria,2022,55,0
District_667,Chikungunya,2022,72,1
District_667,Dengue,2022,54,1
District_667,Yellow fever,2022,43,1
District_667,Malaria,2022,60,1
District_667,Chikungunya,2022,55,2
District_667,Dengue,2022,21,2
District_667,Yellow fever,2022,43,2
District_667,Malaria,2022,83,2
District_667,Chikungunya,2022,5,3
District_667,Dengue,2022,88,3
District_667,Yellow fever,2022,3,3
District_667,Malaria,2022,16,3
District_668,Chikungunya,2022,31,0
District_668,Dengue,2022,57,0
District_668,Yellow fever,2022,55,0
District_668,Malaria,2022,50,0
District_668,Chikungunya,2022,59,1
District_668,Dengue,2022,3,1
District_668,Yellow fever,2022,62,1
District_668,Malaria,2022,34,1
District_668,Chikungunya,2022,3,2
District_668,Dengue,2022,47,2
District_668,Yellow fever,2022,55,2
District_668,Malaria,2022,46,2
District_668,Chikungunya,2022,23,3
District_668,Dengue,2022,39,3
District_668,Yellow fever,2022,25,3
District_668,Malaria,2022,93,3
District_669,Chikungunya,2022,50,0
District_669,Dengue,2022,34,0
District_669,Yellow fever,2022,41,0
District_669,Malaria,2022,24,0
District_669,Chikungunya,2022,23,1
District_669,Dengue,2022,24,1
District_669,Yellow fever,2022,88,1
District_669,Malaria,2022,78,1
District_669,Chikungunya,2022,45,2
District_669,Dengue,2022,71,2
District_669,Yellow fever,2022,62,2
District_669,Malaria,2022,53,2
District_669,Chikungunya,2022,48,3
District_669,Dengue,2022,27,3
District_669,Yellow fever,2022,42,3
District_669,Malaria,2022,57,3
District_670,Chikungunya,2022,0,0
District_670,Dengue,2022,59,0
District_670,Yellow fever,2022,9,0
District_670,Malaria,2022,44,0
District_670,Chikungunya,2022,55,1
District_670,Dengue,2022,1,1
District_670,Yellow fever,2022,44,1
District_670,Malaria,2022,1,1
District_670,Chikungunya,2022,91,2
District_670,Dengue,2022,22,2
District_670,Yellow fever,2022,51,2
District_670,Malaria,2022,39,2
District_670,Chikungunya,2022,17,3
District_670,Dengue,2022,89,3
District_670,Yellow fever,2022,24,3
District_670,Malaria,2022,71,3
District_671,Chikungunya,2022,99,0
District_671,Dengue,2022,82,0
District_671,Yellow fever,2022,8,0
District_671,Malaria,2022,52,0
District_671,Chikungunya,2022,15,1
District_671,Dengue,2022,60,1
District_671,Yellow fever,2022,84,1
District_671,Malaria,2022,7,1
District_671,Chikungunya,2022,20,2
District_671,Dengue,2022,71,2
District_671,Yellow fever,2022,14,2
District_671,Malaria,2022,19,2
District_671,Chikungunya,2022,94,3
District_671,Dengue,2022,10,3
District_671,Yellow fever,2022,40,3
District_671,Malaria,2022,10,3
District_672,Chikungunya,2022,43,0
District_672,Dengue,2022,4,0
District_672,Yellow fever,2022,36,0
District_672,Malaria,2022,92,0
District_672,Chikungunya,2022,3,1
District_672,Dengue,2022,18,1
District_672,Yellow fever,2022,74,1
District_672,Malaria,2022,40,1
District_672,Chikungunya,2022,92,2
District_672,Dengue,2022,78,2
District_672,Yellow fever,2022,78,2
District_672,Malaria,2022,65,2
District_672,Chikungunya,2022,63,3
District_672,Dengue,2022,16,3
District_672,Yellow fever,2022,11,3
District_672,Malaria,2022,83,3
District_673,Chikungunya,2022,45,0
District_673,Dengue,2022,50,0
District_673,Yellow fever,2022,20,0
District_673,Malaria,2022,29,0
District_673,Chikungunya,2022,2,1
District_673,Dengue,2022,42,1
District_673,Yellow fever,2022,8,1
District_673,Malaria,2022,7,1
District_673,Chikungunya,2022,51,2
District_673,Dengue,2022,59,2
District_673,Yellow fever,2022,49,2
District_673,Malaria,2022,57,2
District_673,Chikungunya,2022,87,3
District_673,Dengue,2022,22,3
District_673,Yellow fever,2022,95,3
District_673,Malaria,2022,97,3
District_674,Chikungunya,2022,49,0
District_674,Dengue,2022,40,0
District_674,Yellow fever,2022,10,0
District_674,Malaria,2022,92,0
District_674,Chikungunya,2022,67,1
District_674,Dengue,2022,19,1
District_674,Yellow fever,2022,39,1
District_674,Malaria,2022,99,1
District_674,Chikungunya,2022,29,2
District_674,Dengue,2022,23,2
District_674,Yellow fever,2022,89,2
District_674,Malaria,2022,47,2
District_674,Chikungunya,2022,2,3
District_674,Dengue,2022,61,3
District_674,Yellow fever,2022,92,3
District_674,Malaria,2022,90,3
District_675,Chikungunya,2022,54,0
District_675,Dengue,2022,81,0
District_675,Yellow fever,2022,5,0
District_675,Malaria,2022,79,0
District_675,Chikungunya,2022,36,1
District_675,Dengue,2022,57,1
District_675,Yellow fever,2022,62,1
District_675,Malaria,2022,94,1
District_675,Chikungunya,2022,54,2
District_675,Dengue,2022,91,2
District_675,Yellow fever,2022,81,2
District_675,Malaria,2022,70,2
District_675,Chikungunya,2022,81,3
District_675,Dengue,2022,12,3
District_675,Yellow fever,2022,24,3
District_675,Malaria,2022,93,3
District_676,Chikungunya,2022,95,0
District_676,Dengue,2022,79,0
District_676,Yellow fever,2022,57,0
District_676,Malaria,2022,48,0
District_676,Chikungunya,2022,89,1
District_676,Dengue,2022,94,1
District_676,Yellow fever,2022,10,1
District_676,Malaria,2022,83,1
District_676,Chikungunya,2022,6,2
District_676,Dengue,2022,48,2
District_676,Yellow fever,2022,39,2
District_676,Malaria,2022,80,2
District_676,Chikungunya,2022,96,3
District_676,Dengue,2022,35,3
District_676,Yellow fever,2022,23,3
District_676,Malaria,2022,36,3
District_677,Chikungunya,2022,95,0
District_677,Dengue,2022,57,0
District_677,Yellow fever,2022,35,0
District_677,Malaria,2022,95,0
District_677,Chikungunya,2022,19,1
District_677,Dengue,2022,29,1
District_677,Yellow fever,2022,13,1
District_677,Malaria,2022,10,1
District_677,Chikungunya,2022,72,2
District_677,Dengue,2022,21,2
District_677,Yellow fever,2022,77,2
District_677,Malaria,2022,29,2
District_677,Chikungunya,2022,41,3
District_677,Dengue,2022,41,3
District_677,Yellow fever,2022,70,3
District_677,Malaria,2022,77,3
District_678,Chikungunya,2022,55,0
District_678,Dengue,2022,8,0
District_678,Yellow fever,2022,95,0
District_678,Malaria,2022,56,0
District_678,Chikungunya,2022,76,1
District_678,Dengue,2022,69,1
District_678,Yellow fever,2022,24,1
District_678,Malaria,2022,51,1
District_678,Chikungunya,2022,18,2
District_678,Dengue,2022,3,2
District_678,Yellow fever,2022,50,2
District_678,Malaria,2022,75,2
District_678,Chikungunya,2022,38,3
District_678,Dengue,2022,16,3
District_678,Yellow fever,2022,73,3
District_678,Malaria,2022,17,3
District_679,Chikungunya,2022,8,0
District_679,Dengue,2022,68,0
District_679,Yellow fever,2022,80,0
District_679,Malaria,2022,72,0
District_679,Chikungunya,2022,85,1
District_679,Dengue,2022,49,1
District_679,Yellow fever,2022,43,1
District_679,Malaria,2022,96,1
District_679,Chikungunya,2022,6,2
District_679,Dengue,2022,54,2
District_679,Yellow fever,2022,52,2
District_679,Malaria,2022,80,2
District_679,Chikungunya,2022,2,3
District_679,Dengue,2022,44,3
District_679,Yellow fever,2022,89,3
District_679,Malaria,2022,38,3
District_680,Chikungunya,2022,48,0
District_680,Dengue,2022,18,0
District_680,Yellow fever,2022,37,0
District_680,Malaria,2022,88,0
District_680,Chikungunya,2022,53,1
District_680,Dengue,2022,56,1
District_680,Yellow fever,2022,85,1
District_680,Malaria,2022,80,1
District_680,Chikungunya,2022,50,2
District_680,Dengue,2022,56,2
District_680,Yellow fever,2022,44,2
District_680,Malaria,2022,54,2
District_680,Chikungunya,2022,67,3
District_680,Dengue,2022,26,3
District_680,Yellow fever,2022,49,3
District_680,Malaria,2022,36,3
District_681,Chikungunya,2022,57,0
District_681,Dengue,2022,57,0
District_681,Yellow fever,2022,26,0
District_681,Malaria,2022,69,0
District_681,Chikungunya,2022,69,1
District_681,Dengue,2022,54,1
District_681,Yellow fever,2022,57,1
District_681,Malaria,2022,38,1
District_681,Chikungunya,2022,58,2
District_681,Dengue,2022,4,2
District_681,Yellow fever,2022,9,2
District_681,Malaria,2022,40,2
District_681,Chikungunya,2022,0,3
District_681,Dengue,2022,95,3
District_681,Yellow fever,2022,26,3
District_681,Malaria,2022,68,3
District_682,Chikungunya,2022,93,0
District_682,Dengue,2022,52,0
District_682,Yellow fever,2022,0,0
District_682,Malaria,2022,88,0
District_682,Chikungunya,2022,80,1
District_682,Dengue,2022,1,1
District_682,Yellow fever,2022,98,1
District_682,Malaria,2022,50,1
District_682,Chikungunya,2022,38,2
District_682,Dengue,2022,11,2
District_682,Yellow fever,2022,66,2
District_682,Malaria,2022,2,2
District_682,Chikungunya,2022,25,3
District_682,Dengue,2022,56,3
District_682,Yellow fever,2022,0,3
District_682,Malaria,2022,86,3
District_683,Chikungunya,2022,49,0
District_683,Dengue,2022,3,0
District_683,Yellow fever,2022,50,0
District_683,Malaria,2022,31,0
District_683,Chikungunya,2022,43,1
District_683,Dengue,2022,60,1
District_683,Yellow fever,2022,92,1
District_683,Malaria,2022,60,1
District_683,Chikungunya,2022,9,2
District_683,Dengue,2022,95,2
District_683,Yellow fever,2022,13,2
District_683,Malaria,2022,92,2
District_683,Chikungunya,2022,33,3
District_683,Dengue,2022,50,3
District_683,Yellow fever,2022,65,3
District_683,Malaria,2022,58,3
District_684,Chikungunya,2022,51,0
District_684,Dengue,2022,55,0
